Word,PoS,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize,Level
calm,adjective,8,1,0,0,1,7867353,603,11.82352941,1361,35.692,1310,0.1457,1083,34.9601,1067,762,21.6377,748,0.074,2.83,941.8409091,458.8052951,786,2805,-2019,4,7,1,1,0,0,0,0,0,6,b1
calm,noun,8,2,2,1,1,7867353,659,12.92156863,1361,35.692,1310,0.1457,1083,34.9601,1067,762,21.6377,748,0.074,2.83,941.8409091,458.8052951,786,2805,-2019,4,7,1,1,0,0,0,0,0,6,b1
calm,verb,8,4,4,2,2,7867353,3271,64.1372549,1361,35.692,1310,0.1457,1083,34.9601,1067,762,21.6377,748,0.074,2.83,941.8409091,458.8052951,786,2805,-2019,4,7,1,1,0,0,0,0,0,6,b1
camera,noun,2,2,2,2,0,89324930,2902,56.90196078,3450,90.4756,2909,0.3235,1664,53.7152,1617,1640,46.5693,1468,0.1453,5,904.427907,460.8979484,809,242,567,6,8,3,1,0,0,0,0,0,4,a1
camp,noun,12,4,8,6,0,35255018,2366,46.39215686,1703,44.6609,1471,0.1636,1663,53.6829,1589,3270,92.8546,2985,0.2955,4.35,987.1008772,542.5429709,4235,2698,1537,4,7,1,1,0,0,0,0,0,9,a2
camp,verb,12,2,3,0,0,35255018,27,0.529411765,1703,44.6609,1471,0.1636,1663,53.6829,1589,3270,92.8546,2985,0.2955,4.35,987.1008772,542.5429709,4235,2698,1537,4,7,1,1,0,0,0,0,0,9,a2
campaign,noun,7,4,4,3,0,37150011,837,16.41176471,2506,65.7194,2201,0.2447,1841,59.4289,1826,9331,264.9622,8396,0.8311,3,1126.793774,848.8082824,6106,2043,4063,8,11,2,1,0,0,0,0,0,2,b1
campaign,verb,7,3,2,2,0,37150011,18,0.352941176,2506,65.7194,2201,0.2447,1841,59.4289,1826,9331,264.9622,8396,0.8311,3,1126.793774,848.8082824,6106,2043,4063,8,11,2,1,0,0,0,0,0,2,b1
campus,noun,1,0,1,0,0,47827531,545,10.68627451,814,21.347,710,0.079,1617,52.198,1579,2956,83.9383,2759,0.2731,4.64,944.5042735,439.4358483,4870,6453,-1583,6,9,2,1,0,0,0,0,0,1,b1
can,noun,8,6,6,3,0,1242323499,1035,20.29411765,118951,3119.4691,95820,10.6551,136127,4394.2847,129293,69908,1985.101,60962,6.0344,4.55,872.5196507,342.9038736,293,10450,-10157,3,6,1,1,0,0,0,0,0,9,a2
canal,noun,4,1,3,2,0,8278196,305,5.980392157,323,8.4706,276,0.0307,165,5.3263,163,299,8.4904,272,0.0269,4.68,1048.475207,595.4260316,6764,11278,-4514,5,8,2,1,0,0,0,0,0,2,b2
cancel,verb,6,5,4,3,0,21985503,933,18.29411765,278,7.2905,256,0.0285,383,12.3635,375,357,10.1373,343,0.034,2.41,954.677551,374.9401347,205,568,-363,6,10,2,1,0,0,0,0,0,2,b2
cancer,noun,5,5,3,1,0,65078084,1133,22.21568627,2190,57.4324,1709,0.19,1742,56.2331,1633,4272,121.3073,3394,0.336,3.86,950.9344262,569.603143,3220,54,3166,6,8,2,1,0,0,0,0,0,3,b2
candidate,noun,2,2,2,1,0,21635540,434,8.509803922,876,22.9729,782,0.087,732,23.6295,715,3520,99.9536,3265,0.3232,3.81,988.9220779,454.2160978,4186,2277,1909,9,14,3,2,1,0,3,0,937,5,b1
candle,noun,3,2,2,1,0,10193393,408,8,518,13.5845,436,0.0485,306,9.8779,291,115,3.2655,99,0.0098,4.86,1022.307692,669.6271764,4652,5767,-1115,6,10,2,1,0,0,0,0,0,5,b2
canvas,noun,10,6,6,3,0,10820175,216,4.235294118,741,19.4326,625,0.0695,158,5.1004,154,244,6.9286,234,0.0232,4.78,1002.919283,470.6501567,15252,9474,5778,6,9,2,1,0,0,0,0,0,2,c1
cap,noun,10,6,9,5,0,25436218,765,15,720,18.8819,614,0.0683,824,26.5994,809,1709,48.5286,1540,0.1524,4.59,1039.462406,608.071837,3336,5722,-2386,3,6,1,1,0,0,0,0,0,15,b1
capability,noun,3,3,3,3,2,13491067,69,1.352941176,222,5.8219,205,0.0228,56,1.8077,55,165,4.6853,161,0.0159,1.93,1106.390558,619.224534,4899,10086,-5187,10,16,5,2,1,0,3,0,580,6,c1
capable,adjective,5,3,0,0,2,16380415,1064,20.8627451,1224,32.0992,1176,0.1308,335,10.8141,332,916,26.0107,905,0.0896,2.21,1087.518987,687.5599732,10262,3210,7052,7,13,3,1,0,0,0,0,0,6,b2
capacity,noun,9,4,9,4,2,48726947,413,8.098039216,863,22.632,820,0.0912,354,11.4274,345,1214,34.4726,1162,0.115,3.1,985.4356846,550.3415578,3661,2246,1415,8,11,4,2,1,0,1,0,2486,5,b2
capital,adjective,11,1,0,0,0,68991999,10,0.196078431,1373,36.0067,1194,0.1328,656,21.1762,646,3526,100.124,3294,0.3261,4.1,905,378.2069806,2873,11087,-8214,7,11,3,2,1,0,2,0,1431,12,a1
capital,noun,11,5,6,4,1,68991999,637,12.49019608,1373,36.0067,1194,0.1328,656,21.1762,646,3526,100.124,3294,0.3261,4.1,905,378.2069806,2873,11087,-8214,7,11,3,2,1,0,2,0,1431,12,a1
capitalism,noun,1,1,1,1,1,3640757,51,1,465,12.1945,364,0.0405,167,5.3909,162,124,3.5211,117,0.0116,1.96,1094.289575,669.7928098,3421,2523,898,10,15,4,3,2,0,5,0,1702,12,c1
capitalist,adjective,4,2,0,0,1,2351271,41,0.803921569,234,6.1366,201,0.0224,50,1.614,47,106,3.01,105,0.0104,2.89,1069.622951,469.1082483,1922,3638,-1716,10,14,4,3,2,0,5,0,1893,12,c1
captain,noun,8,6,7,3,0,17372103,10579,207.4313725,1264,33.1482,1095,0.1218,685,22.1123,664,1596,45.3199,1491,0.1476,4.19,941.8379888,515.0580326,1512,12219,-10707,7,9,2,1,0,0,0,0,0,2,b1
capture,noun,11,2,5,3,0,17822857,126,2.470588235,954,25.0185,920,0.1023,286,9.2323,283,672,19.082,666,0.0659,3.21,927.7695313,376.8699958,3061,7424,-4363,7,10,2,2,1,0,3,0,98,7,b2
capture,verb,11,4,6,5,0,17822857,398,7.803921569,954,25.0185,920,0.1023,286,9.2323,283,672,19.082,666,0.0659,3.21,927.7695313,376.8699958,3061,7424,-4363,7,10,2,2,1,0,3,0,98,7,b2
car,noun,5,5,5,2,0,264720374,24603,482.4117647,8381,219.7903,6697,0.7447,8779,283.3929,8358,9362,265.8425,8162,0.8079,4.89,884.0580357,617.6050745,756,6738,-5982,3,6,1,1,0,0,0,0,0,14,a1
carbon,noun,3,3,3,1,0,19551891,265,5.196078431,491,12.8764,407,0.0453,136,4.3902,134,603,17.1227,520,0.0515,4.22,933.693617,366.8281459,2015,5581,-3566,6,9,2,1,0,0,0,0,0,11,b2
card,noun,13,8,11,7,0,181387042,4343,85.15686275,10419,273.2364,7966,0.8858,3269,105.5258,3154,2925,83.058,2558,0.2532,4.9,896.955157,406.1264812,1646,5447,-3801,4,7,1,1,0,0,0,0,0,7,a1
care,noun,11,5,6,3,0,225326739,12278,240.745098,9421,247.0641,8335,0.9268,9410,303.7621,9045,11525,327.2628,10122,1.0019,2.33,881.0927835,315.3895061,883,4320,-3437,4,7,1,1,0,0,0,0,0,12,a2
care,verb,11,4,5,4,0,225326739,12467,244.4509804,9421,247.0641,8335,0.9268,9410,303.7621,9045,11525,327.2628,10122,1.0019,2.33,881.0927835,315.3895061,883,4320,-3437,4,7,1,1,0,0,0,0,0,12,a2
career,noun,3,2,2,1,0,71248807,2282,44.74509804,3210,84.1817,2960,0.3291,2385,76.9896,2349,7774,220.7498,7371,0.7296,2.54,1014.179283,730.1126897,1859,3416,-1557,6,9,2,1,0,0,0,0,0,3,a1
careful,adjective,5,3,0,0,1,11836566,5540,108.627451,1355,35.5346,1319,0.1467,1097,35.412,1090,815,23.1427,799,0.0791,1.86,947.05,627.5440003,1220,7062,-5842,7,11,2,2,1,0,3,0,343,12,a2
carefully,adverb,1,1,0,0,1,16675728,1203,23.58823529,1611,42.2482,1571,0.1747,197,6.3593,195,897,25.4711,889,0.088,2.15,904.027027,347.8150145,775,5950,-5175,9,11,3,3,2,0,5,0,3241,12,a2
careless,adjective,3,1,0,0,1,1098944,251,4.921568627,121,3.1732,121,0.0135,106,3.4218,106,110,3.1235,110,0.0109,1.78,1042.973077,671.1960707,3020,8823,-5803,8,10,2,2,1,0,4,0,368,12,b1
cargo,noun,1,1,1,0,0,9748668,459,9,181,4.7467,162,0.018,100,3.2281,99,415,11.7843,380,0.0376,4.62,1020.491228,572.8429488,12524,7544,4980,5,10,2,1,0,0,0,0,0,2,c1
carriage,noun,5,4,5,5,0,4664470,377,7.392156863,202,5.2974,180,0.02,39,1.259,39,119,3.3791,114,0.0113,4.86,1132.13834,774.532978,6497,9109,-2612,8,10,2,2,1,0,3,0,82,10,c1
carrot,noun,4,1,4,0,0,1949964,193,3.784313725,459,12.0372,404,0.0449,217,7.0049,213,179,5.0829,169,0.0167,5,906.9761905,349.0194795,2730,6235,-3505,6,8,2,1,0,0,0,0,0,2,a1
carry,verb,41,15,39,6,0,33056477,3360,65.88235294,2646,69.3909,2494,0.2773,1183,38.1882,1157,2162,61.3919,2109,0.2088,4.04,985.3333333,549.5773841,1322,512,810,5,7,2,1,0,0,0,0,0,10,a1
cartoon,noun,3,2,2,1,0,19615945,192,3.764705882,434,11.3816,384,0.0427,301,9.7165,294,277,7.8657,257,0.0254,4.33,965.7235023,570.9691542,361,4115,-3754,7,10,2,1,0,0,0,0,0,2,a2
carve,verb,3,2,3,3,0,952422,150,2.941176471,134,3.5141,130,0.0145,47,1.5172,47,116,3.2939,116,0.0115,3.69,1194.616071,579.7809196,15709,17073,-1364,5,7,1,1,0,0,0,0,0,3,c1
case,noun,20,14,20,9,0,235563000,11861,232.5686275,10842,284.3295,9943,1.1057,4077,131.6087,4008,13954,396.2365,13171,1.3037,3.93,939.8188976,549.1263261,2275,8312,-6037,4,8,1,1,0,0,0,0,0,14,a2
cash,noun,4,3,2,1,1,79172952,3291,64.52941176,1727,45.2903,1558,0.1732,1732,55.9103,1670,4004,113.6972,3751,0.3713,4.48,926.8632813,572.9118545,969,4456,-3487,4,6,1,1,0,0,0,0,0,3,a2
casino,noun,2,2,2,1,0,74796251,954,18.70588235,272,7.1332,220,0.0245,486,15.6885,474,1910,54.2362,1623,0.1607,4.77,949.0127119,383.0837415,2918,13804,-10886,6,12,3,1,0,0,0,0,0,1,c1
cast,noun,21,9,9,5,0,33395024,272,5.333333333,2283,59.8713,2105,0.2341,1439,46.452,1417,2474,70.2515,2408,0.2384,3.92,1004.66805,668.3936759,4407,3809,598,4,8,1,1,0,0,0,0,0,21,b2
cast,verb,21,8,11,6,1,33395024,848,16.62745098,2283,59.8713,2105,0.2341,1439,46.452,1417,2474,70.2515,2408,0.2384,3.92,1004.66805,668.3936759,4407,3809,598,4,8,1,1,0,0,0,0,0,21,b2
castle,noun,5,3,4,0,0,18456906,1035,20.29411765,874,22.9205,719,0.08,463,14.946,455,534,15.1634,468,0.0463,4.96,920.8390244,463.7770746,861,371,490,6,10,2,1,0,0,0,0,0,3,a2
casual,adjective,9,8,0,0,0,13932521,373,7.31372549,711,18.6459,663,0.0737,308,9.9425,300,759,21.5525,734,0.0727,2.03,932.5294118,463.667382,3103,10190,-7087,6,11,3,1,0,0,0,0,0,4,b2
casualty,noun,4,2,4,2,0,3283712,138,2.705882353,76,1.9931,71,0.0079,31,1.0007,31,95,2.6976,93,0.0092,2.85,1380.313167,1026.182114,8328,8632,-304,8,13,4,2,1,0,3,0,580,4,c1
cat,noun,10,7,8,3,0,46839855,3332,65.33333333,2495,65.4309,2028,0.2255,3085,99.5862,2887,920,26.1242,811,0.0803,4.86,842.1052632,465.0898057,840,594,246,3,6,1,1,0,0,0,0,0,23,a1
catch,noun,38,6,10,3,0,20400979,730,14.31372549,2867,75.1866,2762,0.3071,4696,151.5905,4655,2238,63.55,2159,0.2137,4.11,928.0160643,377.7142627,2764,8052,-5288,5,8,1,1,0,0,0,0,0,13,b2
catch,verb,38,16,27,8,1,20400979,6170,120.9803922,2867,75.1866,2762,0.3071,4696,151.5905,4655,2238,63.55,2159,0.2137,4.11,928.0160643,377.7142627,2764,8052,-5288,5,8,1,1,0,0,0,0,0,13,a2
category,noun,2,1,2,2,0,166811948,207,4.058823529,1138,29.8439,1031,0.1146,432,13.9453,425,1188,33.7343,1116,0.1105,2.82,1033.234127,611.1186438,2733,907,1826,8,11,4,2,1,0,1,0,2486,4,b1
cater,verb,2,1,2,1,0,2092828,63,1.235294118,141,3.6977,140,0.0156,88,2.8407,83,106,3.01,105,0.0104,3.07,1354.806061,801.1233112,32374,21572,10802,5,9,2,1,0,0,0,0,0,2,c1
cattle,noun,1,1,1,1,0,8542988,671,13.15686275,390,10.2277,332,0.0369,70,2.2597,69,331,9.399,302,0.0299,4.64,1064.936508,660.6066813,16381,250,16131,6,9,2,1,0,0,0,0,0,2,c1
cause,noun,7,4,5,4,0,65904680,13050,255.8823529,4675,122.6011,4358,0.4846,9824,317.1263,9671,3710,105.3488,3582,0.3546,2.43,896.5,369.7390376,2567,2113,454,5,7,1,1,0,0,0,0,0,11,a2
cause,verb,7,2,1,2,0,65904680,2732,53.56862745,4675,122.6011,4358,0.4846,9824,317.1263,9671,3710,105.3488,3582,0.3546,2.43,896.5,369.7390376,2567,2113,454,5,7,1,1,0,0,0,0,0,11,a2
caution,noun,5,4,4,1,1,6542160,219,4.294117647,276,7.2381,274,0.0305,179,5.7783,176,394,11.188,389,0.0385,2.04,935.2887029,332.9051211,4052,2494,1558,7,9,2,2,1,0,3,0,1599,10,c1
cautious,adjective,4,1,0,0,1,1901221,171,3.352941176,227,5.953,219,0.0244,67,2.1628,65,364,10.3361,361,0.0357,1.81,1173.337719,773.7753575,13648,9409,4239,8,9,2,2,1,0,4,0,617,10,c1
cease,verb,3,2,0,2,2,4081957,444,8.705882353,236,6.1891,227,0.0252,151,4.8744,148,117,3.3223,115,0.0114,2.39,1158.219388,753.9532039,20171,8169,12002,5,7,1,1,0,0,0,0,0,5,c1
ceiling,noun,4,1,4,3,0,10391461,423,8.294117647,731,19.1703,674,0.0749,377,12.1699,365,809,22.9723,756,0.0748,4.85,1078.959016,601.5439312,11307,6118,5189,7,9,2,1,0,0,0,0,0,1,b1
celebrate,verb,3,3,2,2,0,9010814,1265,24.80392157,2123,55.6753,1988,0.2211,2994,96.6486,2951,1251,35.5233,1227,0.1215,2.9,1033.852174,599.5421942,1156,3423,-2267,9,14,3,2,1,0,3,0,937,4,a2
celebrity,noun,2,2,2,1,1,23500942,371,7.274509804,558,14.6335,526,0.0585,875,28.2457,866,840,23.8526,811,0.0803,3.28,1039.860759,516.2137352,666,12313,-11647,9,12,4,2,1,0,3,0,580,4,a2
cell,noun,7,5,7,4,0,113067567,2769,54.29411765,1526,40.0191,1302,0.1448,1252,40.4155,1221,1591,45.1779,1472,0.1457,4.44,917.3117871,393.8170151,2989,8003,-5014,4,6,1,1,0,0,0,0,0,6,b2
cemetery,noun,1,1,1,1,0,10799517,441,8.647058824,405,10.6211,310,0.0345,100,3.2281,99,552,15.6745,497,0.0492,4.93,1192.714286,819.1619485,11062,9509,1553,8,11,4,1,0,0,0,0,0,1,c1
cent,noun,2,1,2,1,0,30836935,480,9.411764706,707,18.541,502,0.0558,356,11.492,345,194,5.5088,185,0.0183,4.19,1095.59144,698.8470698,2680,10996,-8316,4,7,1,1,0,0,0,0,0,1,a1
central,adjective,5,1,0,0,1,113841948,1260,24.70588235,2385,62.5462,2237,0.2488,1483,47.8724,1465,5340,151.6341,5115,0.5063,2.71,982.7566372,598.6497459,311,12736,-12425,7,11,2,2,1,0,2,0,1431,29,b1
century,noun,2,1,2,1,0,54929645,1065,20.88235294,2876,75.4226,2585,0.2874,734,23.6941,713,2122,60.2561,2014,0.1994,2.83,924.5287356,320.175499,2623,5951,-3328,7,12,3,1,0,0,0,0,0,1,a1
ceremony,noun,3,1,3,3,0,9150049,808,15.84313725,821,21.5306,714,0.0794,504,16.2695,498,1500,42.5939,1447,0.1432,3.57,993.2375,427.8402679,3677,747,2930,8,11,4,1,0,0,0,0,0,9,b1
certain,adjective,7,3,0,0,4,73108213,4213,82.60784314,5964,156.4049,5593,0.6219,1567,50.584,1544,3654,103.7586,3527,0.3491,1.68,958.9098039,477.1766577,4174,1651,2523,7,9,2,1,0,0,0,0,0,9,a2
certainly,adverb,1,1,0,0,0,26984060,6066,118.9411765,5352,140.3553,5191,0.5772,1263,40.7706,1262,3455,98.1079,3412,0.3377,1.86,1096.85906,764.6464954,3918,10986,-7068,9,11,3,2,1,0,2,0,2898,9,a2
certainty,noun,2,1,2,2,2,2735156,155,3.039215686,314,8.2346,303,0.0337,54,1.7432,54,200,5.6792,197,0.0195,1.59,1327.21327,905.8098124,14210,11896,2314,9,11,3,2,1,0,3,0,580,9,b2
chain,noun,11,5,9,5,0,35928367,1020,20,1288,33.7776,1100,0.1223,644,20.7888,624,1495,42.4519,1442,0.1427,4.55,980.7309237,525.3295393,4625,9491,-4866,5,10,1,1,0,0,0,0,0,4,b1
chain,verb,11,0,2,1,1,35928367,63,1.235294118,1288,33.7776,1100,0.1223,644,20.7888,624,1495,42.4519,1442,0.1427,4.55,980.7309237,525.3295393,4625,9491,-4866,5,10,1,1,0,0,0,0,0,4,b2
chair,noun,6,3,5,2,0,40764005,2449,48.01960784,2094,54.9148,1839,0.2045,967,31.2155,942,1350,38.3345,1286,0.1273,4.58,970.7181818,644.6532554,2164,2005,159,5,9,1,1,0,0,0,0,0,10,a1
chair,verb,6,2,2,0,0,40764005,51,1,2094,54.9148,1839,0.2045,967,31.2155,942,1350,38.3345,1286,0.1273,4.58,970.7181818,644.6532554,2164,2005,159,5,9,1,1,0,0,0,0,0,10,b2
chairman,noun,2,1,1,1,0,29312635,476,9.333333333,579,15.1842,529,0.0588,140,4.5193,138,3898,110.6872,3759,0.3721,4.31,1032.274678,555.3666404,10402,11143,-741,8,12,2,2,0,0,0,0,0,221,b2
challenge,noun,9,0,5,1,0,36918321,630,12.35294118,8565,224.6156,7200,0.8006,2020,65.2072,1991,3652,103.7018,3520,0.3484,2.11,908.3852459,405.6855996,588,5097,-4509,9,13,2,1,0,0,0,0,0,4,b1
challenge,verb,9,2,4,3,0,36918321,383,7.509803922,8565,224.6156,7200,0.8006,2020,65.2072,1991,3652,103.7018,3520,0.3484,2.11,908.3852459,405.6855996,588,5097,-4509,9,13,2,1,0,0,0,0,0,4,b2
chamber,noun,6,1,5,4,0,20769668,651,12.76470588,435,11.4078,382,0.0425,368,11.8793,356,1425,40.4642,1304,0.1291,4.59,1064.799127,645.5605505,10804,8254,2550,7,12,2,1,0,0,0,0,0,4,c1
champion,noun,6,4,4,3,0,14388928,953,18.68627451,699,18.3312,609,0.0677,526,16.9797,515,2344,66.56,2199,0.2177,3.82,1009.114625,653.2168436,170,3160,-2990,8,13,3,1,0,0,0,0,0,2,b1
chance,noun,9,4,5,3,0,43461638,12082,236.9019608,6035,158.2668,5767,0.6413,6334,204.4664,6226,6783,192.6094,6545,0.6479,1.64,961.6431227,478.9359698,2113,1676,437,6,10,1,1,0,0,0,0,0,5,a2
change,noun,20,2,10,4,0,210601244,3484,68.31372549,11739,307.8532,10396,1.156,10757,347.2443,10073,9162,260.1633,8720,0.8632,2.89,877.8451883,342.7075172,234,10157,-9923,6,13,1,1,0,0,0,0,0,17,a1
change,verb,20,7,6,6,1,210601244,8749,171.5490196,11739,307.8532,10396,1.156,10757,347.2443,10073,9162,260.1633,8720,0.8632,2.89,877.8451883,342.7075172,234,10157,-9923,6,13,1,1,0,0,0,0,0,17,a1
channel,noun,11,6,8,5,0,67352673,1129,22.1372549,1083,28.4015,986,0.1096,2055,66.337,2022,1443,40.9753,1288,0.1275,4.18,971.8930041,423.3985151,1051,6361,-5310,7,11,2,1,0,0,0,0,0,2,b1
chaos,noun,4,2,3,1,0,8690268,482,9.450980392,859,22.5271,805,0.0895,310,10.007,307,424,12.0399,415,0.0411,2.79,951.2511211,422.6302557,5449,5056,393,5,9,2,1,0,0,0,0,0,1,c1
chapter,noun,5,0,5,0,0,87882874,603,11.82352941,2128,55.8064,1806,0.2008,1075,34.7018,1031,1413,40.1234,1357,0.1343,3.43,950.0112782,411.1826705,3333,203,3130,7,10,2,1,0,0,0,0,0,1,b1
character,noun,10,7,9,5,0,52028227,1943,38.09803922,6927,181.6594,5798,0.6447,1788,57.718,1731,2590,73.5454,2464,0.2439,2.93,995.9433198,574.2584586,1446,3514,-2068,9,10,3,1,0,0,0,0,0,6,a2
characteristic,adjective,5,0,0,0,1,6889575,23,0.450980392,264,6.9234,258,0.0287,41,1.3235,41,108,3.0668,107,0.0106,2.38,1262.272388,878.0087642,2556,1517,1039,14,17,5,2,1,0,2,0,1014,6,b2
characteristic,noun,5,2,4,2,0,6889575,37,0.725490196,264,6.9234,258,0.0287,41,1.3235,41,108,3.0668,107,0.0106,2.38,1262.272388,878.0087642,2556,1517,1039,14,17,5,2,1,0,2,0,1014,6,b2
charity,noun,5,2,5,3,0,14141658,840,16.47058824,894,23.445,765,0.0851,860,27.7615,835,1013,28.7651,950,0.094,2.62,1013.125,535.5399961,5067,440,4627,7,11,3,2,1,0,1,0,2486,5,a2
charm,noun,8,3,4,3,0,10554644,645,12.64705882,783,20.534,757,0.0842,311,10.0393,308,449,12.7498,445,0.044,2.76,1012.545455,559.4260099,5760,14535,-8775,5,9,1,1,0,0,0,0,0,3,c1
charming,adjective,2,1,0,0,0,5553134,1411,27.66666667,791,20.7438,760,0.0845,257,8.2962,254,436,12.3806,428,0.0424,2.14,943.9451477,442.4106071,2904,3568,-664,8,11,2,1,0,0,0,0,0,3,b2
chart,noun,5,0,2,2,0,35027490,439,8.607843137,705,18.4885,607,0.0675,247,7.9734,243,475,13.4881,451,0.0446,4.48,996.529661,549.7904467,4095,2433,1662,5,9,1,1,0,0,0,0,0,4,a1
chart,verb,5,1,3,0,0,35027490,44,0.862745098,705,18.4885,607,0.0675,247,7.9734,243,475,13.4881,451,0.0446,4.48,996.529661,549.7904467,4095,2433,1662,5,9,1,1,0,0,0,0,0,4,b2
charter,noun,5,0,2,1,0,19192148,136,2.666666667,251,6.5824,211,0.0235,242,7.8119,229,2131,60.5117,1857,0.1838,3.15,1213.420849,776.9677024,10068,12234,-2166,7,10,2,1,0,0,0,0,0,2,c1
chase,noun,6,2,2,1,0,10971945,842,16.50980392,1113,29.1882,829,0.0922,945,30.5053,907,1417,40.237,1345,0.1331,3.48,997.321608,511.2230898,6430,9921,-3491,5,10,1,1,0,0,0,0,0,3,b2
chase,verb,6,3,4,1,0,10971945,733,14.37254902,1113,29.1882,829,0.0922,945,30.5053,907,1417,40.237,1345,0.1331,3.48,997.321608,511.2230898,6430,9921,-3491,5,10,1,1,0,0,0,0,0,3,b2
chat,noun,4,3,3,3,0,83625620,559,10.96078431,1004,26.3297,935,0.104,2731,88.1588,2685,464,13.1757,437,0.0433,3.66,918.1659751,493.4639018,1486,7334,-5848,4,8,1,1,0,0,0,0,0,7,a2
chat,verb,4,1,1,1,0,83625620,268,5.254901961,1004,26.3297,935,0.104,2731,88.1588,2685,464,13.1757,437,0.0433,3.66,918.1659751,493.4639018,1486,7334,-5848,4,8,1,1,0,0,0,0,0,7,a2
cheap,adjective,4,1,0,0,1,97049762,1837,36.01960784,1941,50.9024,1785,0.1985,1456,47.0008,1416,943,26.7773,921,0.0912,2.11,936.3755102,394.3825505,2821,7867,-5046,5,9,1,1,0,0,0,0,0,7,a1
cheap,adverb,4,0,0,0,0,97049762,7,0.137254902,1941,50.9024,1785,0.1985,1456,47.0008,1416,943,26.7773,921,0.0912,2.11,936.3755102,394.3825505,2821,7867,-5046,5,9,1,1,0,0,0,0,0,7,b1
cheat,noun,9,5,5,3,0,9903572,142,2.784313725,300,7.8674,282,0.0314,460,14.8492,439,119,3.3791,114,0.0113,2.23,1000.964859,600.5021365,6130,9691,-3561,5,9,1,1,0,0,0,0,0,2,b1
cheat,verb,9,4,4,3,0,9903572,756,14.82352941,300,7.8674,282,0.0314,460,14.8492,439,119,3.3791,114,0.0113,2.23,1000.964859,600.5021365,6130,9691,-3561,5,9,1,1,0,0,0,0,0,2,b1
check,noun,38,10,13,9,0,244491090,3050,59.80392157,7959,208.7234,7450,0.8284,20349,656.8814,19873,3926,111.4823,3748,0.371,4.11,904.5934579,604.6964692,70,4799,-4729,5,8,1,1,0,0,0,0,0,15,a2
check,verb,38,13,23,12,1,244491090,11176,219.1372549,7959,208.7234,7450,0.8284,20349,656.8814,19873,3926,111.4823,3748,0.371,4.11,904.5934579,604.6964692,70,4799,-4729,5,8,1,1,0,0,0,0,0,15,a1
cheek,noun,5,3,4,1,0,2681029,363,7.117647059,465,12.1945,435,0.0484,193,6.2302,179,131,3.7199,125,0.0124,4.83,1029.196172,493.4442381,7277,9355,-2078,5,9,1,1,0,0,0,0,0,6,b2
cheer,noun,7,1,2,2,1,3648929,202,3.960784314,536,14.0565,520,0.0578,1103,35.6057,1086,349,9.9102,332,0.0329,2.77,942.9513274,391.6339133,5754,5254,500,5,9,1,1,0,0,0,0,0,13,b2
cheer,verb,7,4,4,5,2,3648929,750,14.70588235,536,14.0565,520,0.0578,1103,35.6057,1086,349,9.9102,332,0.0329,2.77,942.9513274,391.6339133,5754,5254,500,5,9,1,1,0,0,0,0,0,13,b2
cheerful,adjective,2,1,0,0,1,1722018,189,3.705882353,311,8.1559,304,0.0338,71,2.2919,70,127,3.6063,127,0.0126,2.34,1051.298246,613.966284,3458,5490,-2032,8,13,2,2,1,0,3,0,343,13,b1
cheese,noun,4,1,2,1,0,16704436,1988,38.98039216,4045,106.0794,3177,0.3533,3175,102.4915,2959,2720,77.2369,2252,0.2229,4.7,936.3555556,479.168176,743,3756,-3013,6,9,1,1,0,0,0,0,0,4,a1
chef,noun,1,0,1,1,0,9722004,603,11.82352941,945,24.7825,794,0.0883,970,31.3123,933,2501,71.0182,2199,0.2177,4.3,951.2204724,556.6778351,2276,9935,-7659,4,6,1,1,0,0,0,0,0,1,a2
chemical,adjective,3,1,0,0,0,39891285,441,8.647058824,553,14.5023,489,0.0544,151,4.8744,150,569,16.1573,539,0.0534,3.86,944.9032258,391.9508855,2334,5376,-3042,8,11,3,3,2,0,4,0,2445,16,b1
chemical,noun,3,1,1,1,0,39891285,135,2.647058824,553,14.5023,489,0.0544,151,4.8744,150,569,16.1573,539,0.0534,3.86,944.9032258,391.9508855,2334,5376,-3042,8,11,3,3,2,0,4,0,2445,16,b1
chemistry,noun,2,2,3,1,0,24049713,441,8.647058824,406,10.6473,377,0.0419,367,11.847,364,543,15.419,523,0.0518,3.64,945.3791469,423.8653743,2287,3881,-1594,9,11,3,3,2,0,6,0,818,16,a2
chest,noun,3,3,4,4,0,13516414,2085,40.88235294,1379,36.164,1276,0.1419,676,21.8218,669,907,25.7551,871,0.0862,4.93,1005.985222,607.689672,3842,2256,1586,5,9,1,1,0,0,0,0,0,6,b1
chicken,noun,5,3,4,2,0,20655046,2915,57.15686275,4476,117.3823,3371,0.3749,3344,107.9469,3181,3059,86.8631,2479,0.2454,4.8,950.2959641,519.0792978,327,3477,-3150,7,10,2,2,1,0,2,0,204,6,a1
