Word,Definition,PoS1,PoS2,PoS3,PoS4,PoS5,PoS6,PoS7,PoS8,PoS9,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize
cabbage,An esculent vegetable of many varieties derived from the wild Brassica oleracea of Europe. The common cabbage has a compact head of leaves. The cauliflower Brussels sprouts etc. are sometimes classed as cabbages.,0,0,0,0,1,0,0,0,0,4,3,3,2,0,2235882,147,2.882352941,376,9.8605,309,0.0344,133,4.2933,131,306,8.6891,279,0.0276,4.75,1072.358871,708.5774969,10943,274,10669,7,10,2,1,0,0,0,0,0,1
igloo,An Eskimo snow house.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,397625,14,0.274509804,7,0.1836,7,0.0008,22,0.7102,22,3,0.0852,3,0.0003,4.73,1218.947115,682.542867,17470,16458,1012,5,8,2,1,0,0,0,0,0,1
tentative,An essay; a trial; an experiment.,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2562953,25,0.490196078,111,2.911,110,0.0122,31,1.0007,30,320,9.0867,318,0.0315,2.03,1139.017778,808.0778779,16935,1349,15586,9,12,3,1,0,0,0,0,0,3
maxim,An established principle or proposition; a condensed proposition of important practical truth; an axiom of practical wisdom; an adage; a proverb; an aphorism.,0,0,0,0,1,0,0,0,0,2,2,1,1,0,3820484,64,1.254901961,57,1.4948,51,0.0057,45,1.4526,43,56,1.5902,55,0.0054,2.46,1368.937888,794.9208584,30872,26708,4164,5,9,2,1,0,0,0,0,0,7
sanatorium,An establishment for the treatment of the sick; a resort for invalids.,0,0,0,0,1,0,0,0,0,2,2,2,0,0,103642,27,0.529411765,9,0.236,8,0.0009,3,0.0968,3,4,0.1136,4,0.0004,3.83,1351.80543,816.277478,16140,31584,-15444,10,16,5,1,0,0,0,0,0,1
catastrophe,An event producing a subversion of the order or system of things; a final event usually of a calamitous or disastrous nature; hence sudden calamity; great misfortune.,0,0,0,0,1,0,0,0,0,3,3,3,2,0,1546227,125,2.450980392,160,4.196,154,0.0171,34,1.0975,34,123,3.4927,122,0.0121,2.96,1331.085714,878.4637513,5372,1364,4008,11,13,4,2,1,0,1,0,7,3
contingent,An event which may or may not happen; that which is unforeseen undetermined or dependent on something future; a contingency.,0,0,0,0,1,0,0,0,0,5,1,2,0,0,3110534,29,0.568627451,122,3.1994,114,0.0127,56,1.8077,56,230,6.5311,226,0.0224,2.11,1364.550926,773.5916699,17233,16312,921,10,15,3,2,1,0,3,0,464,3
evergreen,An evergreen plant.,0,0,0,0,1,0,0,0,0,2,1,1,0,1,3333511,7,0.137254902,93,2.4389,84,0.0093,43,1.3881,42,169,4.7989,165,0.0163,4,1236.074803,779.8424529,10242,1005,9237,9,12,3,2,0,0,0,0,0,40
laurel,An evergreen shrub of the genus Laurus (L. nobilis) having aromatic leaves of a lanceolate shape with clusters of small yellowish white flowers in their axils; -- called also sweet bay.,0,0,0,0,1,0,0,0,0,3,2,2,1,0,4365465,164,3.215686275,151,3.9599,128,0.0142,58,1.8723,58,290,8.2348,270,0.0267,4.15,1335.019608,856.1516057,36502,26210,10292,6,10,2,1,0,0,0,0,0,1
misdeed,An evil deed; a wicked action.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,29789,1,0.019607843,4,0.1049,4,0.0004,1,0.0323,1,6,0.1704,6,0.0006,2.3,1508.635294,1264.292653,34805,24864,9941,7,10,2,2,0,3,0,111,0,3
goblin,An evil or mischievous spirit; a playful or malicious elf; a frightful phantom; a gnome.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1049829,35,0.68627451,57,1.4948,47,0.0052,37,1.1944,36,15,0.4259,13,0.0013,4.38,1123.640394,574.8101312,18537,9750,8787,6,9,2,1,0,0,0,0,0,2
nick,An evil spirit of the waters.,0,0,0,0,1,0,0,0,0,7,2,3,1,0,18698980,2912,57.09803922,1050,27.5361,845,0.094,1613,52.0689,1574,1830,51.9645,1680,0.1663,3.87,1362.436735,955.2297258,12091,18910,-6819,4,6,1,1,0,0,0,0,0,2
caricature,An exaggeration or distortion by exaggeration of parts or characteristics as in a picture.,0,0,0,0,0,0,0,0,1,2,1,1,1,0,725038,14,0.274509804,64,1.6784,62,0.0069,21,0.6779,21,44,1.2494,43,0.0043,3.89,1292.201754,741.3315283,12531,23873,-11342,10,15,4,1,0,0,0,0,0,2
paradigm,An example; a model; a pattern.,0,0,0,0,1,0,0,0,0,4,2,4,1,0,4079943,37,0.725490196,189,4.9565,179,0.0199,93,3.0021,91,51,1.4482,51,0.005,1.73,1139.2,612.3701292,12477,26947,-14470,8,13,3,1,0,0,0,0,0,3
overload,An excessive load; the excess beyond a proper load.,0,0,0,0,1,0,0,0,0,4,1,2,0,0,2338735,59,1.156862745,147,3.855,143,0.0159,206,6.6498,204,60,1.7038,58,0.0057,2.69,1041.978814,630.5931584,3735,1114,2621,8,14,3,2,0,4,0,169,0,15
overrate,An excessive rate.,0,0,0,0,1,0,0,0,0,1,1,1,1,1,14937,2,0.039215686,1,0.0262,1,0.0001,7,0.226,7,1,0.0284,1,0.0001,1.86,1236.93633,800.1680602,9791,22103,-12312,8,14,3,2,0,4,0,169,0,8
superstition,An excessive reverence for or fear of that which is unknown or mysterious.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,849215,101,1.980392157,83,2.1767,77,0.0086,29,0.9361,29,56,1.5902,55,0.0054,2.07,1289.339535,796.5350965,14864,17545,-2681,12,15,4,1,0,0,0,0,0,1
prerogative,An exclusive or peculiar privilege; prior and indefeasible right; fundamental and essential possession; -- used generally of an official and hereditary right which may be asserted without question and for the exercise of which there is no responsibility or accountability as to the fact and the manner of its exercise.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,539699,67,1.31372549,45,1.1801,44,0.0049,10,0.3228,10,31,0.8803,31,0.0031,1.83,1585.78836,1073.120449,27632,38847,-11215,11,14,4,3,1,3,3,135,580,15
exemplary,An exemplar; also a copy of a book or writing.,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1791669,44,0.862745098,76,1.9931,76,0.0085,18,0.5811,18,97,2.7544,97,0.0096,1.64,1477.416667,1044.781776,20405,13897,6508,9,13,4,3,2,0,3,0,2615,6
forensic,An exercise in debate; a forensic contest; an argumentative thesis.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4186245,196,3.843137255,162,4.2484,143,0.0159,35,1.1298,35,292,8.2916,283,0.028,2.62,1175.552511,724.0772874,23838,12583,11255,8,11,3,2,1,0,2,0,1014,1
aviator,An experimenter in aviation.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1142767,27,0.529411765,29,0.7605,26,0.0029,23,0.7425,23,41,1.1642,40,0.004,4.57,1064.785124,625.542821,15039,1635,13404,7,14,4,2,1,0,2,0,289,2
rationale,An explanation or exposition of the principles of some opinion action hypothesis phenomenon or the like; also the principles themselves.,1,0,0,0,0,0,0,0,0,1,1,1,1,0,3963807,19,0.37254902,131,3.4355,128,0.0142,35,1.1298,35,128,3.6347,127,0.0126,2.13,1338.6875,909.67879,20073,17606,2467,9,11,3,1,0,0,0,0,0,11
detonation,An explosion or sudden report made by the instantaneous decomposition or combustion of unstable substances' as the detonation of gun cotton.,0,0,0,0,1,0,0,0,0,2,1,2,2,0,371470,92,1.803921569,9,0.236,9,0.001,2,0.0646,2,6,0.1704,6,0.0006,3.15,1314.85098,874.0576621,7638,13586,-5948,10,15,4,2,1,0,3,0,1599,3
dynamite,An explosive substance consisting of nitroglycerin absorbed by some inert porous solid as infusorial earth sawdust etc. It is safer than nitroglycerin being less liable to explosion from moderate shocks or from spontaneous decomposition.,0,0,0,0,1,0,0,0,0,2,0,1,1,0,2019294,471,9.235294118,79,2.0718,74,0.0082,119,3.8414,117,77,2.1865,74,0.0073,4.68,1139.13806,872.0994083,3654,2259,1395,8,15,3,1,0,0,0,0,0,1
binomial,An expression consisting of two terms connected by the sign plus (+) or minus (-).,0,0,0,0,1,0,0,0,0,3,1,1,0,0,583709,2,0.039215686,1,0.0262,1,0.0001,0,0,0,0,0,0,0,2.33,1310.642384,693.5554036,28625,36253,-7628,8,15,4,3,1,2,2,41,1431,2
rhyme,An expression of thought in numbers measure or verse; a composition in verse; a rhymed tale; poetry; harmony of language.,0,0,0,0,1,0,0,0,0,4,2,2,2,0,1530733,141,2.764705882,226,5.9268,203,0.0226,145,4.6807,139,52,1.4766,52,0.0051,3.29,1065.86087,581.754895,15120,10739,4381,5,8,1,1,0,0,0,0,0,1
sonata,An extended composition for one or two instruments consisting usually of three or four movements.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2702959,16,0.31372549,29,0.7605,27,0.003,33,1.0653,32,61,1.7322,54,0.0053,3.7,1235.703349,693.8482211,19120,27639,-8519,6,10,3,1,0,0,0,0,0,1
tempest,An extensive current of wind rushing with great velocity and violence and commonly attended with rain hail or snow; a furious storm.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,1400397,36,0.705882353,78,2.0455,67,0.0075,16,0.5165,16,53,1.505,48,0.0048,3.17,1134.185022,771.8108125,21217,17048,4169,7,10,2,1,0,0,0,0,0,4
cataclysm,An extensive overflow or sweeping flood of water; a deluge.,0,0,0,0,1,0,0,0,0,2,2,2,2,0,134367,11,0.215686275,57,1.4948,54,0.006,1,0.0323,1,12,0.3408,12,0.0012,2.57,1420.729167,1007.492491,19021,20464,-1443,9,14,3,1,0,0,0,0,0,1
prairie,An extensive tract of level or rolling land destitute of trees covered with coarse grass and usually characterized by a deep fertile soil. They abound throughout the Mississippi valley between the Alleghanies and the Rocky mountains.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8843835,141,2.764705882,174,4.5631,160,0.0178,130,4.1965,128,339,9.6262,323,0.032,4.8,1431.02,797.6804836,34994,18645,16349,7,10,2,1,0,0,0,0,0,1
plaster,An external application of a consistency harder than ointment prepared for use by spreading it on linen leather silk or other material. It is adhesive at the ordinary temperature of the body and is used according to its composition to produce a medicinal effect to bind parts together etc..,0,0,0,0,1,0,0,0,0,11,4,5,5,0,1811197,121,2.37254902,146,3.8288,127,0.0141,27,0.8716,26,73,2.0729,70,0.0069,4.59,1176.196172,694.3389391,21153,7594,13559,7,10,2,1,0,0,0,0,0,3
mammoth,An extinct hairy maned elephant (Elephas primigenius) of enormous size remains of which are found in the northern parts of both continents. The last of the race in Europe were coeval with prehistoric man.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,2207269,23,0.450980392,104,2.7274,92,0.0102,92,2.9698,86,171,4.8557,158,0.0156,4.11,1122.119816,617.7138889,19708,7221,12487,7,8,2,1,0,0,0,0,0,1
excerpt,An extract; a passage selected or copied from a book or record.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,11148686,4,0.078431373,287,7.5265,283,0.0315,55,1.7754,54,112,3.1803,111,0.011,3.45,1349.661202,930.4187731,32532,22529,10003,7,10,2,1,0,0,0,0,0,1
monocle,An eyeglass for one eye.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,44698,10,0.196078431,11,0.2885,11,0.0012,15,0.4842,14,3,0.0852,3,0.0003,3.87,1335.056338,954.3179658,24059,28090,-4031,7,13,3,1,0,0,0,0,0,1
dill,An herb (Peucedanum graveolens) the seeds of which are moderately warming pungent and aromatic and were formerly used as a soothing medicine for children; -- called also dillseed.,0,0,0,0,1,0,0,0,0,2,2,2,0,0,985517,40,0.784313725,176,4.6156,158,0.0176,70,2.2597,67,138,3.9186,127,0.0126,4.07,1294.851852,907.0663178,43941,22804,21137,4,6,1,1,0,0,0,0,0,1
weld,An herb (Reseda luteola) related to mignonette growing in Europe and to some extent in America; dyer's broom; dyer's rocket; dyer's weed; wild woad. It is used by dyers to give a yellow color.,0,0,0,0,1,0,0,0,0,5,2,2,1,0,1883322,23,0.450980392,51,1.3375,48,0.0053,10,0.3228,9,164,4.6569,145,0.0144,4.18,1369.36,818.5900981,35275,18728,16547,4,7,1,1,0,0,0,0,0,2
chronicle,An historical register or account of facts or events disposed in the order of time.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,6933665,76,1.490196078,183,4.7991,174,0.0193,213,6.8758,211,529,15.0214,514,0.0509,2.96,1187.729412,891.6538035,8182,7059,1123,9,12,3,2,1,0,4,0,2,19
commonplace,An idea or expression wanting originality or interest; a trite or customary remark; a platitude.,0,0,0,0,1,0,0,0,0,4,1,1,0,0,899385,40,0.784313725,128,3.3568,124,0.0138,21,0.6779,21,96,2.726,96,0.0095,2.2,1316.717647,849.2202483,10214,14269,-4055,11,15,3,2,0,0,0,0,0,30
bummer,An idle worthless fellow who is without any visible means of support; a dissipated sponger.,0,0,0,0,1,0,0,0,0,2,0,2,0,0,405356,212,4.156862745,137,3.5928,134,0.0149,651,21.0148,650,36,1.0223,35,0.0035,1.97,1178.520958,649.27869,24217,14162,10055,6,7,2,2,1,0,2,0,2274,3
lounge,An idle gait or stroll; the state of reclining indolently; a place of lounging.,0,0,0,0,1,0,0,0,0,4,2,2,2,0,16473584,388,7.607843137,426,11.1718,403,0.0448,1376,44.4183,1363,750,21.2969,713,0.0706,3.96,1066.125561,640.3361817,6547,4522,2025,6,11,1,1,0,0,0,0,0,2
idol,An image or representation of anything.,0,0,0,0,1,0,0,0,0,3,3,3,3,0,5560487,141,2.764705882,294,7.7101,268,0.0298,1434,46.2906,1409,560,15.9017,503,0.0498,3.63,931.3487395,456.9730626,4814,7359,-2545,4,10,2,1,0,0,0,0,0,6
alchemy,An imaginary art which aimed to transmute the baser metals into gold to find the panacea or universal remedy for diseases etc. It led the way to modern chemistry.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,1843900,11,0.215686275,64,1.6784,60,0.0067,39,1.259,39,31,0.8803,31,0.0031,2.1,1143.080357,771.9151088,14380,19284,-4904,7,9,3,3,1,2,1,4,2486,16
zodiac,An imaginary belt in the heavens 16? or 18? broad in the middle of which is the ecliptic or sun's path. It comprises the twelve constellations which one constituted and from which were named the twelve signs of the zodiac.,0,0,0,0,1,0,0,0,0,2,0,2,0,0,3436050,31,0.607843137,58,1.521,54,0.006,66,2.1305,66,30,0.8519,28,0.0028,3.07,1001.125506,476.0744421,8118,9543,-1425,6,12,3,1,0,0,0,0,0,2
ghoul,An imaginary evil being among Eastern nations which was supposed to feed upon human bodies.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,247064,43,0.843137255,24,0.6294,23,0.0026,7,0.226,6,2,0.0568,2,0.0002,2.7,1132.031496,692.8098864,37379,17333,20046,5,7,1,1,0,0,0,0,0,3
brownie,An imaginary good-natured spirit who was supposed often to perform important services around the house by night such as thrashing churning sweeping.,0,0,0,0,1,0,0,0,0,3,2,3,1,0,968396,181,3.549019608,253,6.6349,209,0.0232,193,6.2302,189,57,1.6186,55,0.0054,4.82,1185.818548,686.2085436,9859,2617,7242,7,10,2,2,1,0,1,0,2486,6
utopia,An imaginary island represented by Sir Thomas More in a work called Utopia as enjoying the greatest perfection in politics laws and the like.,0,0,0,0,1,0,0,0,0,4,2,3,0,1,1702159,35,0.68627451,113,2.9634,102,0.0113,36,1.1621,36,28,0.7951,26,0.0026,1.71,1033.708502,478.9041904,8418,15305,-6887,6,14,4,3,1,1,2,3,46,24
ogre,An imaginary monster or hideous giant of fairy tales who lived on human beings; hence any frightful giant; a cruel monster.,0,0,0,0,1,0,0,0,0,2,1,2,2,0,833396,65,1.274509804,45,1.1801,41,0.0046,5,0.1614,5,7,0.1988,7,0.0007,3.97,1259.115578,745.7586753,28498,21471,7027,4,8,2,1,0,0,0,0,0,4
elf,An imaginary supernatural being commonly a little sprite much like a fairy; a mythological diminutive spirit supposed to haunt hills and wild places and generally represented as delighting in mischievous tricks.,0,0,0,0,1,0,0,0,0,2,2,2,1,0,4024474,190,3.725490196,265,6.9496,224,0.0249,137,4.4225,133,32,0.9087,31,0.0031,4.3,1098.284404,758.9533976,10650,3222,7428,3,6,1,1,0,0,0,0,0,4
rosette,An imitation of a rose by means of ribbon or other material -- used as an ornament or a badge.,0,0,0,0,1,0,0,0,0,4,2,4,0,0,579959,3,0.058823529,65,1.7046,48,0.0053,2,0.0646,2,10,0.284,9,0.0009,4.15,1400.959302,822.1618369,28467,29308,-841,7,10,2,2,1,0,4,0,14,16
glacier,An immense field or stream of ice formed in the region of perpetual snow and moving slowly down a mountain slope or valley as in the Alps or over an extended area as in Greenland.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3021561,34,0.666666667,76,1.9931,60,0.0067,29,0.9361,28,60,1.7038,51,0.005,4.7,1130.150485,797.2576054,15644,7583,8061,7,10,3,1,0,0,0,0,0,1
guzzler,An immoderate drinker.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,134866,38,0.745098039,1,0.0262,1,0.0001,3,0.0968,3,3,0.0852,3,0.0003,3.07,1232.806452,903.7241578,48661,20756,27905,7,8,2,2,1,0,2,0,2274,2
impertinent,An impertinent person.,0,0,0,0,1,0,0,0,0,3,3,0,0,0,84958,41,0.803921569,13,0.3409,13,0.0014,4,0.1291,4,6,0.1704,6,0.0006,1.76,1384.128205,781.1146206,26398,19239,7159,11,14,4,3,1,2,3,658,464,10
fiend,An implacable or malicious foe; one who is diabolically wicked or cruel; an infernal being; -- applied specifically to the devil or a demon.,0,0,0,0,1,0,0,0,0,3,3,3,2,0,670385,140,2.745098039,75,1.9669,75,0.0083,58,1.8723,58,14,0.3975,14,0.0014,2.93,1203.077419,791.5917921,36547,18283,18264,5,8,1,1,0,0,0,0,0,4
ripple,An implement with teeth like those of a comb for removing the seeds and seed vessels from flax broom corn etc.,0,0,0,0,0,0,0,0,1,4,1,2,0,0,1198877,67,1.31372549,104,2.7274,98,0.0109,105,3.3895,103,131,3.7199,127,0.0126,3.85,1182.869565,678.7428609,22991,9633,13358,6,9,2,1,0,0,0,0,0,1
shovel,An implement consisting of a broad scoop or more or less hollow blade with a handle used for lifting and throwing earth coal grain or other loose substances.,0,0,0,0,0,0,0,0,1,5,2,4,2,0,1031406,309,6.058823529,139,3.6453,130,0.0145,105,3.3895,105,99,2.8112,92,0.0091,4.97,1104.333333,632.0740463,20628,528,20100,6,9,2,1,0,0,0,0,0,2
rake,An implement consisting of a headpiece having teeth and a long handle at right angles to it -- used for collecting hay or other light things which are spread over a large surface or for breaking and smoothing the earth.,0,0,0,0,1,0,0,0,0,9,2,3,2,0,1652408,92,1.803921569,180,4.7205,134,0.0149,48,1.5495,46,68,1.9309,67,0.0066,4.84,1141.459459,636.9303017,32545,6900,25645,4,8,1,1,0,0,0,0,0,6
crayon,An implement for drawing made of clay and plumbago or of some preparation of chalk usually sold in small prisms or cylinders.,0,0,0,0,1,0,0,0,0,2,1,1,0,0,606502,21,0.411764706,91,2.3865,83,0.0092,69,2.2274,68,28,0.7951,27,0.0027,4.87,1122.343891,709.3982401,15604,984,14620,6,10,2,1,0,0,0,0,0,1
oar,An implement for impelling a boat being a slender piece of timber usually ash or spruce with a grip or handle at one end and a broad blade at the other. The part which rests in the rowlock is called the loom.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,904125,34,0.666666667,23,0.6032,21,0.0023,9,0.2905,9,5,0.142,5,0.0005,4.84,1315.006944,850.7319062,40301,17464,22837,3,5,1,1,0,0,0,0,0,5
spatula,An implement shaped like a knife flat thin and somewhat flexible used for spreading paints fine plasters drugs in compounding prescriptions etc. Cf. Palette knife under Palette.,0,0,0,0,1,0,0,0,0,2,0,2,1,0,476864,36,0.705882353,251,6.5824,234,0.026,10,0.3228,10,87,2.4704,80,0.0079,4.96,1192.665289,751.4506631,18897,2650,16247,7,11,3,1,0,0,0,0,0,1
humbug,An imposition under fair pretenses; something contrived in order to deceive and mislead; a trick by cajolery; a hoax.,0,0,0,0,1,0,0,0,0,4,3,3,1,0,323395,48,0.941176471,36,0.9441,34,0.0038,19,0.6133,19,13,0.3691,13,0.0013,1.57,1368.941935,676.1565007,40122,20348,19774,6,9,2,1,0,0,0,0,0,1
inaugural,An inaugural address.,0,0,0,0,1,0,0,0,0,4,2,2,0,1,2013884,20,0.392156863,134,3.5141,132,0.0147,122,3.9383,122,392,11.1312,385,0.0381,2.21,1512.628866,999.7643382,27550,17428,10122,9,14,4,3,1,2,2,358,1431,5
furnace,An inclosed place in which heat is produced by the combustion of fuel as for reducing ores or melting metals for warming a house for baking pottery etc..,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2989498,132,2.588235294,88,2.3078,79,0.0088,68,2.1951,67,108,3.0668,100,0.0099,4.69,1093.135593,569.0631892,25680,8790,16890,7,9,2,1,0,0,0,0,0,1
vineyard,An inclosure or yard for grapevines; a plantation of vines producing grapes.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3549097,142,2.784313725,123,3.2257,101,0.0112,87,2.8084,84,360,10.2225,323,0.032,4.8,1227.296296,759.3136835,16162,10985,5177,8,9,2,2,0,0,0,0,0,24
incompatible,An incompatible substance; esp. in pl. things which can not be placed or used together because of a change of chemical composition or of opposing medicinal qualities.,0,0,0,0,1,0,0,0,0,9,2,0,0,4,2089664,28,0.549019608,65,1.7046,62,0.0069,14,0.4519,14,50,1.4198,50,0.0049,1.82,1316.127413,773.5619687,6668,12548,-5880,12,16,5,2,0,2,0,658,0,6
burrow,An incorporated town.,0,0,0,0,1,0,0,0,0,2,1,1,1,0,487085,14,0.274509804,49,1.285,43,0.0048,6,0.1937,6,16,0.4543,15,0.0015,3.67,1218.652439,724.6580881,30913,5096,25817,6,9,2,1,0,0,0,0,0,1
differential,An increment usually an indefinitely small one which is given to a variable quantity.,0,0,0,0,1,0,0,0,0,5,2,3,1,0,8617224,31,0.607843137,66,1.7308,60,0.0067,28,0.9039,27,75,2.1297,71,0.007,2.36,1223.740891,747.3507721,2801,8490,-5689,12,15,4,3,2,0,6,0,1754,12
scab,An incrustation over a sore wound vesicle or pustule formed by the drying up of the discharge from the diseased part.,0,0,0,0,1,0,0,0,0,4,1,2,1,0,327970,31,0.607843137,20,0.5245,18,0.002,12,0.3874,11,8,0.2272,8,0.0008,4.71,1270.216418,722.7999064,40654,6953,33701,4,7,1,1,0,0,0,0,0,4
wigwam,An Indian cabin or hut usually of a conical form and made of a framework of poles covered with hides bark or mats; -- called also tepee.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,371467,12,0.235294118,14,0.3671,10,0.0011,1,0.0323,1,36,1.0223,33,0.0033,4.48,1430.847619,826.7738364,44957,32190,12767,6,9,2,1,0,0,0,0,0,1
tepee,An Indian wigwam or tent.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,52048,26,0.509803922,7,0.1836,7,0.0008,1,0.0323,1,9,0.2556,9,0.0009,4.85,1477.059701,722.6699628,52446,40809,11637,5,9,2,1,0,0,0,0,0,1
